Age,Education,Occupation,Relationship,Sex,Target
58,11th,Adm-clerical,Husband,Male,<=50K
36,Masters,Prof-specialty,Not-in-family,Female,<=50K
38,HS-grad,Machine-op-inspct,Wife,Female,<=50K
31,Bachelors,Exec-managerial,Wife,Female,>50K
19,11th,Handlers-cleaners,Not-in-family,Male,<=50K
38,Assoc-voc,Tech-support,Not-in-family,Female,<=50K
26,Assoc-voc,Prof-specialty,Own-child,Female,<=50K
38,Assoc-acdm,Adm-clerical,Not-in-family,Female,<=50K
36,Some-college,Craft-repair,Husband,Male,<=50K
40,HS-grad,Exec-managerial,Husband,Male,>50K
25,Bachelors,Tech-support,Not-in-family,Male,<=50K
41,Bachelors,Tech-support,Wife,Female,>50K
33,HS-grad,Sales,Not-in-family,Male,<=50K
63,HS-grad,?,Husband,Male,<=50K
51,HS-grad,Machine-op-inspct,Husband,Male,<=50K
34,HS-grad,Sales,Husband,Male,<=50K
33,Assoc-voc,Sales,Not-in-family,Male,<=50K
25,10th,Craft-repair,Husband,Male,<=50K
30,HS-grad,Sales,Unmarried,Male,<=50K
19,Some-college,Adm-clerical,Own-child,Male,<=50K
47,HS-grad,Exec-managerial,Wife,Female,>50K
26,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
21,Some-college,Other-service,Own-child,Female,<=50K
36,HS-grad,Other-service,Husband,Male,>50K
60,10th,Machine-op-inspct,Husband,Male,<=50K
28,HS-grad,Prof-specialty,Unmarried,Male,<=50K
19,HS-grad,Adm-clerical,Own-child,Female,<=50K
42,Bachelors,Prof-specialty,Husband,Male,<=50K
36,HS-grad,Machine-op-inspct,Not-in-family,Female,<=50K
35,HS-grad,Other-service,Wife,Female,<=50K
22,Some-college,Adm-clerical,Own-child,Female,<=50K
54,HS-grad,Craft-repair,Husband,Male,>50K
36,Bachelors,Prof-specialty,Husband,Male,<=50K
55,HS-grad,Transport-moving,Husband,Male,<=50K
57,Masters,Adm-clerical,Husband,Male,<=50K
56,7th-8th,Transport-moving,Husband,Male,<=50K
24,HS-grad,Exec-managerial,Husband,Male,<=50K
35,Bachelors,Prof-specialty,Husband,Male,>50K
51,11th,Sales,Not-in-family,Male,<=50K
34,HS-grad,Exec-managerial,Own-child,Male,<=50K
36,Assoc-acdm,Adm-clerical,Unmarried,Female,<=50K
51,9th,Other-service,Other-relative,Female,<=50K
46,Doctorate,Prof-specialty,Husband,Male,>50K
42,HS-grad,Exec-managerial,Not-in-family,Female,<=50K
25,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
22,HS-grad,Handlers-cleaners,Other-relative,Male,<=50K
37,HS-grad,Craft-repair,Husband,Male,<=50K
48,Bachelors,Sales,Unmarried,Male,>50K
61,Bachelors,Prof-specialty,Husband,Male,>50K
40,12th,Transport-moving,Husband,Male,<=50K
58,HS-grad,Exec-managerial,Wife,Female,>50K
52,HS-grad,Farming-fishing,Other-relative,Male,<=50K
18,11th,Other-service,Own-child,Male,<=50K
27,10th,Machine-op-inspct,Husband,Male,<=50K
48,Some-college,Prof-specialty,Husband,Male,<=50K
63,9th,Craft-repair,Husband,Male,<=50K
38,HS-grad,Craft-repair,Husband,Male,<=50K
31,Some-college,Adm-clerical,Husband,Male,<=50K
40,Some-college,Prof-specialty,Husband,Male,<=50K
41,HS-grad,Exec-managerial,Not-in-family,Male,<=50K
28,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
31,Prof-school,Prof-specialty,Not-in-family,Male,>50K
32,Assoc-voc,Craft-repair,Husband,Male,>50K
30,HS-grad,Handlers-cleaners,Unmarried,Male,<=50K
39,HS-grad,Craft-repair,Not-in-family,Male,<=50K
28,Bachelors,Sales,Husband,Male,<=50K
31,HS-grad,Handlers-cleaners,Other-relative,Female,<=50K
21,Some-college,?,Own-child,Male,<=50K
33,HS-grad,?,Unmarried,Female,<=50K
44,Masters,Prof-specialty,Husband,Male,>50K
22,Some-college,Farming-fishing,Own-child,Male,<=50K
42,HS-grad,Other-service,Husband,Male,<=50K
36,Assoc-acdm,Craft-repair,Husband,Male,<=50K
39,Masters,Exec-managerial,Not-in-family,Male,<=50K
61,Some-college,Exec-managerial,Husband,Male,<=50K
31,HS-grad,Transport-moving,Own-child,Male,<=50K
21,Some-college,Other-service,Not-in-family,Female,<=50K
39,Some-college,Farming-fishing,Husband,Male,<=50K
34,HS-grad,Farming-fishing,Husband,Male,<=50K
21,Some-college,Other-service,Own-child,Male,<=50K
75,Bachelors,Prof-specialty,Unmarried,Male,>50K
21,Some-college,Other-service,Own-child,Male,<=50K
81,Some-college,Sales,Husband,Male,<=50K
54,HS-grad,Other-service,Not-in-family,Male,<=50K
34,Bachelors,Prof-specialty,Husband,Male,<=50K
54,Prof-school,Prof-specialty,Husband,Male,>50K
41,HS-grad,Other-service,Husband,Male,<=50K
61,Bachelors,?,Not-in-family,Female,<=50K
63,HS-grad,Other-service,Husband,Male,<=50K
24,Some-college,Machine-op-inspct,Not-in-family,Male,<=50K
20,HS-grad,Adm-clerical,Wife,Female,<=50K
44,Bachelors,Prof-specialty,Own-child,Female,<=50K
47,Bachelors,Sales,Husband,Male,>50K
31,Some-college,Craft-repair,Husband,Male,<=50K
41,7th-8th,Craft-repair,Not-in-family,Male,<=50K
53,HS-grad,Craft-repair,Husband,Male,<=50K
63,HS-grad,Adm-clerical,Wife,Female,<=50K
44,Masters,Prof-specialty,Husband,Male,>50K
37,HS-grad,Craft-repair,Husband,Male,>50K
28,Some-college,Craft-repair,Husband,Male,>50K
71,Some-college,?,Husband,Male,<=50K
57,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
22,Some-college,Farming-fishing,Own-child,Male,<=50K
33,Bachelors,Adm-clerical,Husband,Male,>50K
30,Some-college,Adm-clerical,Own-child,Female,<=50K
20,HS-grad,Craft-repair,Own-child,Male,<=50K
28,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
54,11th,Priv-house-serv,Unmarried,Female,<=50K
20,HS-grad,Handlers-cleaners,Own-child,Male,<=50K
34,HS-grad,Exec-managerial,Husband,Male,<=50K
21,Some-college,Adm-clerical,Own-child,Male,<=50K
29,Some-college,Other-service,Unmarried,Female,<=50K
51,Some-college,Exec-managerial,Unmarried,Female,<=50K
39,HS-grad,Machine-op-inspct,Not-in-family,Female,<=50K
19,Some-college,Adm-clerical,Other-relative,Female,<=50K
22,HS-grad,Farming-fishing,Own-child,Male,<=50K
59,Some-college,Adm-clerical,Not-in-family,Female,<=50K
18,11th,Sales,Own-child,Male,<=50K
22,HS-grad,Other-service,Not-in-family,Male,<=50K
42,Some-college,Craft-repair,Husband,Male,>50K
39,Assoc-acdm,Craft-repair,Not-in-family,Male,<=50K
31,Bachelors,Sales,Husband,Male,>50K
28,11th,Craft-repair,Unmarried,Female,<=50K
22,Bachelors,Exec-managerial,Own-child,Female,<=50K
67,Masters,Other-service,Not-in-family,Female,<=50K
17,11th,Sales,Own-child,Female,<=50K
47,Assoc-acdm,Adm-clerical,Husband,Male,>50K
23,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
20,HS-grad,Other-service,Wife,Female,<=50K
22,HS-grad,Sales,Unmarried,Female,<=50K
47,7th-8th,Transport-moving,Husband,Male,<=50K
49,Some-college,Sales,Wife,Female,>50K
64,Some-college,?,Husband,Male,<=50K
35,Some-college,Exec-managerial,Not-in-family,Female,<=50K
52,Some-college,Exec-managerial,Not-in-family,Female,<=50K
29,HS-grad,Sales,Not-in-family,Female,<=50K
73,10th,Sales,Unmarried,Female,<=50K
38,HS-grad,Prof-specialty,Husband,Male,>50K
59,HS-grad,Exec-managerial,Husband,Male,>50K
35,Some-college,Craft-repair,Husband,Male,<=50K
18,Some-college,Sales,Own-child,Female,<=50K
24,HS-grad,Adm-clerical,Wife,Female,<=50K
33,Bachelors,Prof-specialty,Husband,Male,<=50K
40,Some-college,Exec-managerial,Other-relative,Female,<=50K
55,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
44,HS-grad,Prof-specialty,Not-in-family,Male,<=50K
40,Bachelors,Prof-specialty,Own-child,Female,<=50K
22,HS-grad,Handlers-cleaners,Own-child,Male,<=50K
55,Some-college,Exec-managerial,Wife,Female,>50K
45,HS-grad,Tech-support,Not-in-family,Female,<=50K
47,Bachelors,Prof-specialty,Not-in-family,Female,>50K
56,HS-grad,Craft-repair,Husband,Male,<=50K
44,HS-grad,Machine-op-inspct,Husband,Male,<=50K
32,Some-college,Adm-clerical,Not-in-family,Male,<=50K
17,10th,Other-service,Own-child,Male,<=50K
44,Some-college,Exec-managerial,Not-in-family,Male,<=50K
32,Assoc-acdm,Sales,Not-in-family,Male,<=50K
35,Bachelors,Sales,Husband,Male,>50K
27,HS-grad,Other-service,Husband,Male,<=50K
32,HS-grad,Prof-specialty,Husband,Male,<=50K
68,11th,Transport-moving,Not-in-family,Male,<=50K
20,Some-college,Other-service,Own-child,Female,<=50K
33,Some-college,Adm-clerical,Not-in-family,Female,<=50K
24,9th,Handlers-cleaners,Own-child,Male,<=50K
48,HS-grad,Craft-repair,Husband,Male,<=50K
45,Masters,Prof-specialty,Unmarried,Female,<=50K
48,Some-college,Adm-clerical,Not-in-family,Female,<=50K
28,Masters,Prof-specialty,Husband,Male,>50K
60,Some-college,?,Husband,Male,>50K
39,Masters,Prof-specialty,Unmarried,Female,<=50K
23,Some-college,Other-service,Own-child,Male,<=50K
23,12th,Exec-managerial,Not-in-family,Male,<=50K
36,Some-college,Adm-clerical,Other-relative,Female,<=50K
25,Bachelors,Prof-specialty,Wife,Female,<=50K
52,HS-grad,Other-service,Unmarried,Male,<=50K
35,HS-grad,Craft-repair,Husband,Male,<=50K
41,HS-grad,Exec-managerial,Husband,Male,<=50K
45,Bachelors,Sales,Wife,Female,>50K
37,Masters,Prof-specialty,Husband,Male,>50K
58,Assoc-voc,Prof-specialty,Not-in-family,Female,<=50K
67,HS-grad,Adm-clerical,Wife,Female,<=50K
48,HS-grad,Prof-specialty,Wife,Female,<=50K
63,HS-grad,Craft-repair,Husband,Male,<=50K
24,Some-college,Protective-serv,Husband,Male,>50K
43,Some-college,Craft-repair,Husband,Male,>50K
36,HS-grad,Transport-moving,Own-child,Male,<=50K
32,HS-grad,Transport-moving,Own-child,Male,<=50K
36,Some-college,Craft-repair,Not-in-family,Male,<=50K
43,Some-college,Adm-clerical,Not-in-family,Female,<=50K
27,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
17,11th,Other-service,Own-child,Male,<=50K
45,Bachelors,Sales,Not-in-family,Female,<=50K
41,HS-grad,Craft-repair,Husband,Male,<=50K
41,HS-grad,Exec-managerial,Husband,Male,<=50K
18,HS-grad,?,Own-child,Female,<=50K
48,Assoc-acdm,Adm-clerical,Not-in-family,Female,<=50K
51,Assoc-voc,?,Husband,Male,>50K
26,Some-college,Other-service,Own-child,Female,<=50K
54,Preschool,Farming-fishing,Husband,Male,<=50K
22,Some-college,Sales,Own-child,Female,<=50K
19,HS-grad,Transport-moving,Own-child,Male,<=50K
47,7th-8th,Handlers-cleaners,Other-relative,Male,<=50K
32,HS-grad,Other-service,Unmarried,Female,<=50K
46,Bachelors,Exec-managerial,Husband,Male,>50K
30,Bachelors,Tech-support,Not-in-family,Female,>50K
35,Masters,Exec-managerial,Not-in-family,Male,<=50K
52,Assoc-voc,Tech-support,Husband,Male,<=50K
73,12th,Farming-fishing,Husband,Male,<=50K
17,10th,Other-service,Own-child,Male,<=50K
32,Bachelors,Prof-specialty,Unmarried,Female,<=50K
43,Masters,Prof-specialty,Husband,Male,>50K
19,HS-grad,?,Own-child,Male,<=50K
26,HS-grad,Machine-op-inspct,Unmarried,Female,<=50K
41,Masters,Exec-managerial,Husband,Male,>50K
49,Assoc-acdm,Sales,Husband,Male,>50K
52,Some-college,Protective-serv,Unmarried,Male,<=50K
35,HS-grad,Adm-clerical,Unmarried,Female,<=50K
57,11th,Other-service,Husband,Male,<=50K
35,Assoc-voc,Prof-specialty,Unmarried,Female,<=50K
33,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
56,7th-8th,Transport-moving,Unmarried,Male,<=50K
42,Bachelors,Sales,Own-child,Male,<=50K
17,Some-college,Adm-clerical,Own-child,Male,<=50K
49,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
39,Prof-school,Prof-specialty,Husband,Male,>50K
34,Some-college,Adm-clerical,Unmarried,Female,<=50K
37,Some-college,Prof-specialty,Not-in-family,Male,<=50K
22,12th,Other-service,Not-in-family,Male,<=50K
27,Assoc-voc,Craft-repair,Husband,Male,<=50K
21,Some-college,Sales,Own-child,Female,<=50K
59,Some-college,?,Husband,Male,<=50K
44,Bachelors,Adm-clerical,Husband,Male,>50K
53,10th,Transport-moving,Not-in-family,Male,<=50K
26,11th,Craft-repair,Not-in-family,Male,<=50K
48,Bachelors,Exec-managerial,Husband,Male,>50K
39,Bachelors,Exec-managerial,Husband,Male,<=50K
34,HS-grad,Other-service,Unmarried,Female,<=50K
54,Bachelors,Exec-managerial,Husband,Male,<=50K
36,HS-grad,Transport-moving,Husband,Male,>50K
60,HS-grad,Prof-specialty,Husband,Male,<=50K
50,HS-grad,Protective-serv,Husband,Male,>50K
48,Bachelors,Prof-specialty,Husband,Male,<=50K
35,Some-college,Adm-clerical,Own-child,Female,<=50K
40,Assoc-acdm,Prof-specialty,Not-in-family,Female,<=50K
30,Bachelors,Exec-managerial,Husband,Male,<=50K
65,Some-college,Machine-op-inspct,Husband,Male,>50K
31,HS-grad,Craft-repair,Husband,Male,<=50K
46,Assoc-acdm,Adm-clerical,Husband,Male,<=50K
67,9th,?,Not-in-family,Female,<=50K
62,Assoc-voc,Exec-managerial,Husband,Male,<=50K
38,Bachelors,Exec-managerial,Unmarried,Female,<=50K
24,Bachelors,Other-service,Own-child,Female,<=50K
24,Some-college,Sales,Not-in-family,Female,<=50K
27,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
43,Assoc-acdm,Other-service,Unmarried,Female,<=50K
48,HS-grad,Handlers-cleaners,Unmarried,Female,<=50K
41,HS-grad,Craft-repair,Not-in-family,Male,<=50K
30,Some-college,Tech-support,Wife,Female,<=50K
38,Bachelors,Sales,Husband,Male,>50K
45,Prof-school,Prof-specialty,Not-in-family,Male,>50K
45,Bachelors,Prof-specialty,Own-child,Male,<=50K
55,Some-college,Adm-clerical,Not-in-family,Female,<=50K
46,7th-8th,Exec-managerial,Husband,Male,<=50K
24,Bachelors,Prof-specialty,Own-child,Male,<=50K
31,Some-college,Adm-clerical,Own-child,Female,<=50K
35,HS-grad,Craft-repair,Husband,Male,<=50K
37,Some-college,Adm-clerical,Not-in-family,Female,<=50K
29,Some-college,Prof-specialty,Husband,Male,<=50K
56,Bachelors,Exec-managerial,Husband,Male,>50K
60,HS-grad,?,Husband,Male,>50K
25,Bachelors,Exec-managerial,Not-in-family,Male,<=50K
33,10th,Machine-op-inspct,Husband,Male,<=50K
44,HS-grad,Sales,Not-in-family,Female,<=50K
21,HS-grad,Craft-repair,Own-child,Male,<=50K
21,HS-grad,Adm-clerical,Not-in-family,Male,<=50K
46,Masters,Exec-managerial,Husband,Male,>50K
44,Some-college,Exec-managerial,Husband,Male,>50K
63,Bachelors,Exec-managerial,Not-in-family,Female,<=50K
44,HS-grad,Adm-clerical,Wife,Female,<=50K
31,Some-college,Craft-repair,Husband,Male,<=50K
26,Some-college,Exec-managerial,Husband,Male,<=50K
37,HS-grad,Transport-moving,Not-in-family,Male,<=50K
60,Some-college,?,Not-in-family,Female,>50K
33,Bachelors,Craft-repair,Husband,Male,<=50K
38,Bachelors,Exec-managerial,Husband,Male,<=50K
26,Assoc-voc,Sales,Own-child,Female,<=50K
46,Assoc-voc,Exec-managerial,Unmarried,Female,<=50K
24,HS-grad,Other-service,Unmarried,Female,<=50K
47,Masters,Prof-specialty,Husband,Male,>50K
27,Some-college,Tech-support,Not-in-family,Female,<=50K
46,Some-college,Craft-repair,Husband,Male,<=50K
47,Assoc-acdm,Adm-clerical,Husband,Male,>50K
47,HS-grad,Adm-clerical,Unmarried,Male,<=50K
69,HS-grad,Machine-op-inspct,Unmarried,Male,<=50K
32,HS-grad,Sales,Husband,Male,>50K
51,HS-grad,Transport-moving,Husband,Male,<=50K
36,HS-grad,Sales,Husband,Male,>50K
50,Masters,Prof-specialty,Wife,Female,<=50K
29,Doctorate,Prof-specialty,Husband,Male,<=50K
32,Prof-school,Prof-specialty,Husband,Male,<=50K
27,10th,Transport-moving,Not-in-family,Male,<=50K
60,7th-8th,Adm-clerical,Not-in-family,Female,<=50K
31,HS-grad,Other-service,Husband,Male,<=50K
46,Assoc-acdm,Craft-repair,Husband,Male,<=50K
40,HS-grad,Adm-clerical,Own-child,Female,<=50K
39,Some-college,Craft-repair,Husband,Male,>50K
69,7th-8th,Sales,Husband,Male,<=50K
54,Bachelors,Exec-managerial,Husband,Male,>50K
56,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
47,Some-college,Adm-clerical,Not-in-family,Female,<=50K
25,Assoc-acdm,Tech-support,Not-in-family,Female,<=50K
34,HS-grad,Transport-moving,Husband,Male,<=50K
24,7th-8th,Farming-fishing,Own-child,Male,<=50K
63,Some-college,Craft-repair,Husband,Male,<=50K
29,Masters,Prof-specialty,Husband,Male,<=50K
64,Some-college,Adm-clerical,Husband,Male,<=50K
44,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
26,HS-grad,Craft-repair,Other-relative,Male,<=50K
36,10th,Other-service,Not-in-family,Female,<=50K
55,Bachelors,Adm-clerical,Husband,Male,>50K
37,HS-grad,Handlers-cleaners,Wife,Female,>50K
37,10th,Machine-op-inspct,Not-in-family,Male,<=50K
63,Bachelors,Prof-specialty,Wife,Female,>50K
33,HS-grad,Transport-moving,Husband,Male,<=50K
19,Some-college,Adm-clerical,Own-child,Female,<=50K
57,Masters,Prof-specialty,Wife,Female,>50K
31,Assoc-acdm,Sales,Husband,Male,>50K
20,Some-college,?,Own-child,Female,<=50K
58,HS-grad,Exec-managerial,Husband,Male,>50K
20,Some-college,?,Own-child,Female,<=50K
25,Some-college,Sales,Husband,Male,<=50K
40,HS-grad,Adm-clerical,Unmarried,Female,<=50K
18,11th,Other-service,Own-child,Male,<=50K
26,HS-grad,Adm-clerical,Not-in-family,Male,<=50K
29,Doctorate,Prof-specialty,Husband,Male,>50K
45,Bachelors,Prof-specialty,Husband,Male,<=50K
35,Some-college,Adm-clerical,Own-child,Female,<=50K
32,Some-college,Machine-op-inspct,Unmarried,Male,<=50K
61,HS-grad,Other-service,Other-relative,Female,<=50K
26,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
56,HS-grad,Craft-repair,Husband,Male,>50K
22,Some-college,Adm-clerical,Own-child,Female,<=50K
49,Bachelors,Machine-op-inspct,Husband,Male,<=50K
40,HS-grad,Other-service,Wife,Female,<=50K
37,HS-grad,Exec-managerial,Own-child,Male,<=50K
23,Bachelors,?,Own-child,Male,<=50K
28,Bachelors,Sales,Husband,Male,>50K
27,HS-grad,Machine-op-inspct,Husband,Male,<=50K
34,Assoc-voc,Sales,Unmarried,Female,<=50K
49,9th,Handlers-cleaners,Husband,Male,<=50K
41,Some-college,Craft-repair,Own-child,Male,<=50K
28,Bachelors,Adm-clerical,Not-in-family,Male,<=50K
38,Some-college,Exec-managerial,Husband,Male,>50K
47,Assoc-acdm,Protective-serv,Husband,Male,<=50K
28,HS-grad,Protective-serv,Husband,Male,<=50K
44,Masters,Prof-specialty,Husband,Male,>50K
41,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
50,Prof-school,Prof-specialty,Husband,Male,>50K
73,HS-grad,Craft-repair,Not-in-family,Male,<=50K
21,Some-college,Other-service,Own-child,Male,<=50K
38,HS-grad,Adm-clerical,Unmarried,Female,<=50K
64,Masters,?,Husband,Male,<=50K
47,Some-college,Tech-support,Unmarried,Female,<=50K
52,Some-college,Transport-moving,Husband,Male,>50K
24,Bachelors,Sales,Not-in-family,Male,<=50K
44,Bachelors,Exec-managerial,Husband,Male,>50K
27,7th-8th,Machine-op-inspct,Unmarried,Male,<=50K
61,Some-college,Sales,Husband,Male,>50K
58,Bachelors,Sales,Husband,Male,>50K
51,Bachelors,Sales,Not-in-family,Female,>50K
49,Some-college,Sales,Unmarried,Female,<=50K
23,Some-college,Adm-clerical,Own-child,Male,<=50K
19,Assoc-voc,Adm-clerical,Own-child,Female,<=50K
21,HS-grad,Farming-fishing,Not-in-family,Male,<=50K
56,11th,Sales,Not-in-family,Female,<=50K
35,12th,Craft-repair,Husband,Male,<=50K
37,Some-college,Tech-support,Unmarried,Female,<=50K
41,Doctorate,Sales,Unmarried,Female,>50K
30,11th,Sales,Husband,Male,<=50K
35,Doctorate,Tech-support,Wife,Female,<=50K
47,Some-college,Craft-repair,Husband,Male,<=50K
59,10th,Exec-managerial,Unmarried,Female,>50K
55,11th,Machine-op-inspct,Husband,Male,<=50K
22,Assoc-voc,?,Own-child,Male,<=50K
31,10th,Adm-clerical,Unmarried,Female,<=50K
30,Masters,Adm-clerical,Husband,Male,>50K
24,Bachelors,Exec-managerial,Own-child,Male,<=50K
49,Some-college,Craft-repair,Husband,Male,<=50K
23,7th-8th,Craft-repair,Not-in-family,Male,<=50K
50,HS-grad,Adm-clerical,Unmarried,Female,<=50K
38,Bachelors,Adm-clerical,Not-in-family,Male,<=50K
20,Some-college,Prof-specialty,Other-relative,Female,<=50K
49,Some-college,Craft-repair,Husband,Male,>50K
45,HS-grad,Other-service,Other-relative,Female,<=50K
46,Bachelors,Prof-specialty,Husband,Male,>50K
19,HS-grad,Other-service,Own-child,Female,<=50K
31,Bachelors,Exec-managerial,Own-child,Female,<=50K
38,HS-grad,Other-service,Unmarried,Female,<=50K
56,Masters,Craft-repair,Husband,Male,>50K
24,Bachelors,Exec-managerial,Own-child,Male,<=50K
58,HS-grad,Exec-managerial,Husband,Male,<=50K
28,HS-grad,Other-service,Husband,Male,<=50K
22,HS-grad,Other-service,Husband,Male,<=50K
46,HS-grad,Transport-moving,Not-in-family,Male,<=50K
30,Preschool,Farming-fishing,Not-in-family,Male,<=50K
56,Bachelors,Adm-clerical,Husband,Male,>50K
32,HS-grad,Machine-op-inspct,Husband,Male,<=50K
56,HS-grad,Transport-moving,Husband,Male,>50K
50,Some-college,Exec-managerial,Husband,Male,<=50K
28,HS-grad,?,Unmarried,Female,<=50K
30,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
24,HS-grad,Machine-op-inspct,Own-child,Male,<=50K
42,Assoc-voc,Prof-specialty,Unmarried,Female,<=50K
31,HS-grad,Craft-repair,Husband,Male,>50K
18,11th,Sales,Own-child,Female,<=50K
46,10th,Other-service,Not-in-family,Female,<=50K
31,Bachelors,Sales,Not-in-family,Female,>50K
38,Bachelors,Prof-specialty,Wife,Female,>50K
44,Masters,Prof-specialty,Husband,Male,>50K
55,Bachelors,Exec-managerial,Husband,Male,>50K
19,HS-grad,Other-service,Own-child,Male,<=50K
45,Masters,Exec-managerial,Not-in-family,Female,>50K
50,Some-college,Craft-repair,Husband,Male,<=50K
53,9th,Other-service,Husband,Male,<=50K
41,Bachelors,Sales,Husband,Male,>50K
45,Some-college,Other-service,Unmarried,Female,<=50K
21,10th,Adm-clerical,Not-in-family,Female,<=50K
37,Bachelors,Tech-support,Wife,Female,>50K
42,HS-grad,Adm-clerical,Unmarried,Female,<=50K
37,HS-grad,Tech-support,Husband,Male,<=50K
46,Bachelors,Machine-op-inspct,Not-in-family,Male,<=50K
45,Assoc-voc,Farming-fishing,Husband,Male,<=50K
32,Some-college,Tech-support,Not-in-family,Female,<=50K
30,Prof-school,Prof-specialty,Husband,Male,<=50K
57,Bachelors,?,Husband,Male,>50K
37,HS-grad,Machine-op-inspct,Not-in-family,Female,<=50K
18,Some-college,?,Own-child,Female,<=50K
32,Some-college,Sales,Husband,Male,>50K
43,Bachelors,Prof-specialty,Husband,Male,>50K
46,Masters,Prof-specialty,Unmarried,Female,<=50K
36,HS-grad,?,Unmarried,Female,<=50K
33,Masters,Exec-managerial,Not-in-family,Female,<=50K
48,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
34,HS-grad,Sales,Husband,Female,<=50K
34,Some-college,Protective-serv,Not-in-family,Male,>50K
